volume,slice,band_pos,rel_pos,ratio,method,psnr,ssim
3171.npy,29,0,0.0,0.3,ddnm,28.469458229335967,0.8773707137577029
3171.npy,29,0,0.0,0.5,zerofill,22.327727391915708,0.6473181129969019
3171.npy,29,0,0.0,0.5,cs,33.17597140715272,0.9644313745803328
3171.npy,29,0,0.0,0.5,ddnm,33.022568315962566,0.9612451306924933
3171.npy,35,6,0.154,0.2,zerofill,10.653726002890805,0.35034221889648676
3171.npy,35,6,0.154,0.2,cs,11.95789363704241,0.4967587254938804
3171.npy,35,6,0.154,0.2,ddnm,13.805806719595148,0.5247418789193354
3171.npy,35,6,0.154,0.3,zerofill,20.371639771532017,0.5636133974201951
3171.npy,35,6,0.154,0.3,cs,30.03452796853676,0.9126095669872176
3171.npy,35,6,0.154,0.3,ddnm,30.35903461766408,0.9337429643294017
3171.npy,35,6,0.154,0.5,zerofill,27.786210592028326,0.8020252767789862
3171.npy,35,6,0.154,0.5,cs,32.400142897528085,0.9628598562405976
3171.npy,35,6,0.154,0.5,ddnm,31.85723093219691,0.9541848106342309
3171.npy,40,11,0.282,0.2,zerofill,11.229337899796572,0.3488179488468793
3171.npy,40,11,0.282,0.2,cs,12.52031057032794,0.5174031701822109
3171.npy,40,11,0.282,0.2,ddnm,21.99469676985332,0.686865727433737
3171.npy,40,11,0.282,0.3,zerofill,19.81521147301779,0.5291830069246485
3171.npy,40,11,0.282,0.3,cs,27.47750094421732,0.8762695590912388
3171.npy,40,11,0.282,0.3,ddnm,28.857546981350698,0.917850206839609
3171.npy,40,11,0.282,0.5,zerofill,24.101650893846905,0.6875996847606619
3171.npy,40,11,0.282,0.5,cs,31.932125211245157,0.9637606131376935
3171.npy,40,11,0.282,0.5,ddnm,32.17620713035367,0.9617329449526759
3171.npy,46,17,0.436,0.2,zerofill,11.426790683040515,0.3681750571320106
3171.npy,46,17,0.436,0.2,cs,12.523188258170055,0.5363131688981052
3171.npy,46,17,0.436,0.2,ddnm,26.199114429148487,0.7522208121526627
3171.npy,46,17,0.436,0.3,zerofill,20.60509966464156,0.5594887562132317
3171.npy,46,17,0.436,0.3,cs,28.432161706784868,0.8825467304611673
3171.npy,46,17,0.436,0.3,ddnm,29.403141170309894,0.9287498860658256
3171.npy,46,17,0.436,0.5,zerofill,27.221893925398554,0.7831999074488235
3171.npy,46,17,0.436,0.5,cs,32.20415695996714,0.9609406690737216
3171.npy,46,17,0.436,0.5,ddnm,31.319502855752965,0.9529612743363557
3171.npy,51,22,0.564,0.2,zerofill,17.442070547194476,0.4427812076328286
3171.npy,51,22,0.564,0.2,cs,23.5582233395749,0.7403186384946987
3171.npy,51,22,0.564,0.2,ddnm,28.595040298770122,0.8611808112534391
3171.npy,51,22,0.564,0.3,zerofill,22.790644116607687,0.6255083396586817
3171.npy,51,22,0.564,0.3,cs,27.639169278823367,0.8708402014834803
3171.npy,51,22,0.564,0.3,ddnm,29.990572158921577,0.9251818057551111
3171.npy,51,22,0.564,0.5,zerofill,23.9559081259358,0.7015241773458075
3171.npy,51,22,0.564,0.5,cs,32.670722611697094,0.9609235355355701
3171.npy,51,22,0.564,0.5,ddnm,31.667637243973182,0.9541900117982463
3171.npy,57,28,0.718,0.2,zerofill,12.221732340106534,0.4052791506408014
3171.npy,57,28,0.718,0.2,cs,12.967579921642297,0.5702459855420647
3171.npy,57,28,0.718,0.2,ddnm,26.236623607533648,0.7814536614424743
3171.npy,57,28,0.718,0.3,zerofill,21.56750217898882,0.6214379644594978
3171.npy,57,28,0.718,0.3,cs,28.64661950150355,0.9146198156186888
3171.npy,57,28,0.718,0.3,ddnm,29.97524865002412,0.9202155407334938
3171.npy,57,28,0.718,0.5,zerofill,23.14159162179106,0.6861474879491454
3171.npy,57,28,0.718,0.5,cs,31.927351760676327,0.9634477162082424
3171.npy,57,28,0.718,0.5,ddnm,32.776726963128674,0.9637080391819391
3171.npy,62,33,0.846,0.2,zerofill,17.47771687371918,0.4983770493094696
3171.npy,62,33,0.846,0.2,cs,24.64191896564737,0.8090041082981124
3171.npy,62,33,0.846,0.2,ddnm,29.141969838665894,0.8908083381387086
3171.npy,62,33,0.846,0.3,zerofill,21.58193800380041,0.5914043612819938
3171.npy,62,33,0.846,0.3,cs,28.715534774368813,0.9202399877213128
3171.npy,62,33,0.846,0.3,ddnm,29.496623999719414,0.9292288402351232
3171.npy,62,33,0.846,0.5,zerofill,23.70153134889103,0.7197806519839525
3171.npy,62,33,0.846,0.5,cs,31.215004580419368,0.9625239801708008
3171.npy,62,33,0.846,0.5,ddnm,31.97066028735734,0.9583929098443746
3171.npy,68,39,1.0,0.2,zerofill,12.412792726122392,0.33599817697178186
