volume,slice,band_pos,rel_pos,ratio,method,psnr,ssim
A00031683.npy,62,33,0.846,0.5,zerofill,26.50375546395807,0.7790305187630794
A00031683.npy,62,33,0.846,0.5,cs,35.718917700952275,0.9800332224727862
A00031683.npy,62,33,0.846,0.5,ddnm,38.5026293674347,0.9829371892270207
A00031683.npy,68,39,1.0,0.2,zerofill,19.95864271117708,0.5257000939040422
A00031683.npy,68,39,1.0,0.2,cs,27.701380613815182,0.8325500461902746
A00031683.npy,68,39,1.0,0.2,ddnm,31.74556341436231,0.9276288481981355
A00031683.npy,68,39,1.0,0.3,zerofill,17.877226739179385,0.5136440434096969
A00031683.npy,68,39,1.0,0.3,cs,28.937831240843757,0.8927855860663177
A00031683.npy,68,39,1.0,0.3,ddnm,33.422906794870656,0.9550250477005608
A00031683.npy,68,39,1.0,0.5,zerofill,23.975858461604226,0.7084813701930505
A00031683.npy,68,39,1.0,0.5,cs,36.89993138022863,0.9780115939955082
A00031683.npy,68,39,1.0,0.5,ddnm,40.61623345840228,0.990704863670852
A00031893.npy,29,0,0.0,0.2,zerofill,18.983973403945214,0.45305378917543937
A00031893.npy,29,0,0.0,0.2,cs,26.93912089950198,0.8355652506955547
A00031893.npy,29,0,0.0,0.2,ddnm,30.364766392361346,0.9227887273257265
A00031893.npy,29,0,0.0,0.3,zerofill,20.666047829519147,0.5706046972328933
A00031893.npy,29,0,0.0,0.3,cs,33.066739514013435,0.9575668666767068
A00031893.npy,29,0,0.0,0.3,ddnm,33.655802248621335,0.9667823023931919
A00031893.npy,29,0,0.0,0.5,zerofill,26.43056074526349,0.7199334272707394
A00031893.npy,29,0,0.0,0.5,cs,36.3995967639373,0.9823055785811098
A00031893.npy,29,0,0.0,0.5,ddnm,37.70336770118048,0.9820688943473987
A00031893.npy,35,6,0.154,0.2,zerofill,11.833696741336581,0.4030198230675365
A00031893.npy,35,6,0.154,0.2,cs,12.148996533327661,0.5799376920225914
A00031893.npy,35,6,0.154,0.2,ddnm,31.503866821787916,0.8830741746754087
A00031893.npy,35,6,0.154,0.3,zerofill,21.521049492747597,0.589160674756029
A00031893.npy,35,6,0.154,0.3,cs,32.19415646117173,0.9072382164574925
A00031893.npy,35,6,0.154,0.3,ddnm,35.057637234630675,0.9632105410291251
A00031893.npy,35,6,0.154,0.5,zerofill,24.84719513469814,0.6989537811777254
A00031893.npy,35,6,0.154,0.5,cs,35.74491297798366,0.9723944701764956
A00031893.npy,35,6,0.154,0.5,ddnm,35.95171881741998,0.9712199732216735
A00031893.npy,40,11,0.282,0.2,zerofill,11.611055043312685,0.3561712923234541
A00031893.npy,40,11,0.282,0.2,cs,12.63081946093842,0.6033122669726048
A00031893.npy,40,11,0.282,0.2,ddnm,10.549619951640718,0.5697405480472529
A00031893.npy,40,11,0.282,0.3,zerofill,21.222081972024927,0.6181091769426805
A00031893.npy,40,11,0.282,0.3,cs,32.24768060377854,0.9364042652330871
A00031893.npy,40,11,0.282,0.3,ddnm,35.739648163363015,0.9724706426298897
A00031893.npy,40,11,0.282,0.5,zerofill,28.133927871880296,0.782841236889087
A00031893.npy,40,11,0.282,0.5,cs,36.56685198903509,0.9766912431333757
A00031893.npy,40,11,0.282,0.5,ddnm,40.54403607383822,0.9874986045080563
A00031893.npy,46,17,0.436,0.2,zerofill,12.394633791777744,0.4007678868416382
A00031893.npy,46,17,0.436,0.2,cs,13.478090947253952,0.6648470652855046
A00031893.npy,46,17,0.436,0.2,ddnm,26.884117517176005,0.8908426468109162
A00031893.npy,46,17,0.436,0.3,zerofill,13.062269333701085,0.5299372242133461
A00031893.npy,46,17,0.436,0.3,cs,13.015354503266238,0.7053912742778969
A00031893.npy,46,17,0.436,0.3,ddnm,35.2564531051671,0.9609065365824159
A00031893.npy,46,17,0.436,0.5,zerofill,24.97931712585086,0.7655087382864382
A00031893.npy,46,17,0.436,0.5,cs,35.343929318014546,0.9769973252143824
A00031893.npy,46,17,0.436,0.5,ddnm,38.98822879408752,0.9820821762917921
A00031893.npy,51,22,0.564,0.2,zerofill,18.010963325688,0.5284376973810351
A00031893.npy,51,22,0.564,0.2,cs,28.837513934819732,0.8704234223209123
A00031893.npy,51,22,0.564,0.2,ddnm,34.79475108375853,0.9555466661439471
A00031893.npy,51,22,0.564,0.3,zerofill,21.364758363208097,0.5741111430371912
A00031893.npy,51,22,0.564,0.3,cs,31.906301704353407,0.9161787766725971
A00031893.npy,51,22,0.564,0.3,ddnm,36.96360963562094,0.9658090076685849
A00031893.npy,51,22,0.564,0.5,zerofill,27.907874301930597,0.7878928250900739
A00031893.npy,51,22,0.564,0.5,cs,37.625286390649,0.984386468271644
A00031893.npy,51,22,0.564,0.5,ddnm,40.748201302319316,0.9887821368434614
A00031893.npy,57,28,0.718,0.2,zerofill,19.221704268050857,0.5115709494500356
A00031893.npy,57,28,0.718,0.2,cs,29.38326472324527,0.8692905416162031
A00031893.npy,57,28,0.718,0.2,ddnm,34.20199351216271,0.9665082352788049
A00031893.npy,57,28,0.718,0.3,zerofill,22.848451045399525,0.6034899255532599
A00031893.npy,57,28,0.718,0.3,cs,31.39070145789816,0.9441357968463688
A00031893.npy,57,28,0.718,0.3,ddnm,33.93857292802254,0.9676866288051846
A00031893.npy,57,28,0.718,0.5,zerofill,23.834510679229673,0.7350636965050058
A00031893.npy,57,28,0.718,0.5,cs,35.494473695353726,0.9727506774430856
A00031893.npy,57,28,0.718,0.5,ddnm,42.69539558725876,0.9916522202753502
A00031893.npy,62,33,0.846,0.2,zerofill,16.05398079418215,0.4797808320591941
A00031893.npy,62,33,0.846,0.2,cs,24.90966022866349,0.7834948287788479
A00031893.npy,62,33,0.846,0.2,ddnm,32.727843936621085,0.8993609768749725
A00031893.npy,62,33,0.846,0.3,zerofill,20.806061034119065,0.5775183617886569
A00031893.npy,62,33,0.846,0.3,cs,30.087476710411135,0.9154093352233297
A00031893.npy,62,33,0.846,0.3,ddnm,34.137327701964544,0.9630209693894916
A00031893.npy,62,33,0.846,0.5,zerofill,25.476936137564362,0.6806216676151896
A00031893.npy,62,33,0.846,0.5,cs,35.314251091124646,0.9798467068686917
A00031893.npy,62,33,0.846,0.5,ddnm,40.11703018188698,0.985596324072125
A00031893.npy,68,39,1.0,0.2,zerofill,11.752140483269118,0.34255088952943896
A00031893.npy,68,39,1.0,0.2,cs,12.772511942495392,0.5903674144519535
A00031893.npy,68,39,1.0,0.2,ddnm,30.924011731144727,0.8488755428388182
A00031893.npy,68,39,1.0,0.3,zerofill,19.98134314519904,0.5531654488720963
A00031893.npy,68,39,1.0,0.3,cs,30.900731590226698,0.9070923980365506
A00031893.npy,68,39,1.0,0.3,ddnm,35.89322349437239,0.9780537272149983
A00031893.npy,68,39,1.0,0.5,zerofill,26.813448868827603,0.7757238799473208
A00031893.npy,68,39,1.0,0.5,cs,33.861734173406745,0.9785149141213036
A00031893.npy,68,39,1.0,0.5,ddnm,38.191413169511705,0.9850265514470979
A00032876.npy,29,0,0.0,0.2,zerofill,10.323376783412714,0.25932348306622416
A00032876.npy,29,0,0.0,0.2,cs,11.191393479905923,0.4607328078202924
A00032876.npy,29,0,0.0,0.2,ddnm,28.91054451512048,0.7428244235378496
A00032876.npy,29,0,0.0,0.3,zerofill,18.862072474978216,0.4728403861745115
A00032876.npy,29,0,0.0,0.3,cs,33.71193983036603,0.9472205713761731
A00032876.npy,29,0,0.0,0.3,ddnm,34.19452201720768,0.9765845706700894
A00032876.npy,29,0,0.0,0.5,zerofill,27.08300547132708,0.7581586305530593
A00032876.npy,29,0,0.0,0.5,cs,38.05383266765715,0.9888038099076407
A00032876.npy,29,0,0.0,0.5,ddnm,38.53043584901211,0.9885060716639664
A00032876.npy,35,6,0.154,0.2,zerofill,11.40490424891945,0.3456920812880503
A00032876.npy,35,6,0.154,0.2,cs,11.647983875131398,0.5133754119983213
A00032876.npy,35,6,0.154,0.2,ddnm,30.708177081811606,0.8554106808425966
A00032876.npy,35,6,0.154,0.3,zerofill,11.318672806834444,0.3875739592590502
A00032876.npy,35,6,0.154,0.3,cs,11.683984100888331,0.5520070807521534
A00032876.npy,35,6,0.154,0.3,ddnm,19.18714313585123,0.6383384386159273
A00032876.npy,35,6,0.154,0.5,zerofill,20.68987890447566,0.6266025393450809
A00032876.npy,35,6,0.154,0.5,cs,35.17522150781681,0.9522061721311401
A00032876.npy,35,6,0.154,0.5,ddnm,36.000270425570115,0.9808146337112795
A00032876.npy,40,11,0.282,0.2,zerofill,16.52328307653716,0.4080412601431656
A00032876.npy,40,11,0.282,0.2,cs,25.5756115903875,0.7934581908094688
A00032876.npy,40,11,0.282,0.2,ddnm,28.68978684866424,0.878463180357772
A00032876.npy,40,11,0.282,0.3,zerofill,17.95477977405591,0.5269753096703852
A00032876.npy,40,11,0.282,0.3,cs,31.63561917409548,0.9046792807455458
A00032876.npy,40,11,0.282,0.3,ddnm,34.3660922404574,0.9666006831040276
A00032876.npy,40,11,0.282,0.5,zerofill,24.02906529648906,0.6751247070522712
A00032876.npy,40,11,0.282,0.5,cs,36.48719753447117,0.9818382513992442
A00032876.npy,40,11,0.282,0.5,ddnm,36.353013928312336,0.9808117507070151
A00032876.npy,46,17,0.436,0.2,zerofill,19.144638975914184,0.5408205711024386
A00032876.npy,46,17,0.436,0.2,cs,27.161543784401722,0.8446964566465452
A00032876.npy,46,17,0.436,0.2,ddnm,31.020732368659335,0.938957757611119
A00032876.npy,46,17,0.436,0.3,zerofill,20.33633992325923,0.5938028961071251
A00032876.npy,46,17,0.436,0.3,cs,30.837204052346905,0.9365981822171157
A00032876.npy,46,17,0.436,0.3,ddnm,33.79734465409026,0.9684011203423843
A00032876.npy,46,17,0.436,0.5,zerofill,22.36592673530049,0.6709114571218316
A00032876.npy,46,17,0.436,0.5,cs,35.85593444263782,0.9782811592071968
A00032876.npy,46,17,0.436,0.5,ddnm,36.88120777722823,0.9856678182336791
A00032876.npy,51,22,0.564,0.2,zerofill,17.458806123108545,0.4746838660292893
A00032876.npy,51,22,0.564,0.2,cs,26.591865661146056,0.8440112767906774
A00032876.npy,51,22,0.564,0.2,ddnm,31.196481196450613,0.9367506511967947
A00032876.npy,51,22,0.564,0.3,zerofill,12.219602925687719,0.393742039798965
A00032876.npy,51,22,0.564,0.3,cs,13.212662635586497,0.6268543336110066
A00032876.npy,51,22,0.564,0.3,ddnm,32.51747557280225,0.8820365889779312
A00032876.npy,51,22,0.564,0.5,zerofill,26.88817016315328,0.7869292277727877
A00032876.npy,51,22,0.564,0.5,cs,36.40967129171,0.983216583896984
A00032876.npy,51,22,0.564,0.5,ddnm,38.74298628724333,0.9873590571437911
A00032876.npy,57,28,0.718,0.2,zerofill,16.65888812365461,0.4400839941718924
A00032876.npy,57,28,0.718,0.2,cs,24.353032671444993,0.7939368566128735
A00032876.npy,57,28,0.718,0.2,ddnm,32.01630714123823,0.9315881821212029
A00032876.npy,57,28,0.718,0.3,zerofill,19.861026064350995,0.5147544486861519
A00032876.npy,57,28,0.718,0.3,cs,29.68958018593179,0.8962270762214226
A00032876.npy,57,28,0.718,0.3,ddnm,36.3762765877459,0.9775047973178785
A00032876.npy,57,28,0.718,0.5,zerofill,26.812438082622243,0.7556677739902679
A00032876.npy,57,28,0.718,0.5,cs,34.92579755734158,0.9830261461919304
A00032876.npy,57,28,0.718,0.5,ddnm,36.36203381001464,0.9830021942071907
A00032876.npy,62,33,0.846,0.2,zerofill,11.99276007933227,0.3577140022246608
A00032876.npy,62,33,0.846,0.2,cs,12.883145087341752,0.5738633459413912
A00032876.npy,62,33,0.846,0.2,ddnm,29.73001072326,0.8259161909217717
A00032876.npy,62,33,0.846,0.3,zerofill,12.928973689647428,0.4601667031847773
A00032876.npy,62,33,0.846,0.3,cs,13.275997164711011,0.6755688717470975
A00032876.npy,62,33,0.846,0.3,ddnm,28.70203161551196,0.8516043321655258
A00032876.npy,62,33,0.846,0.5,zerofill,25.834991805909407,0.7751065965863763
A00032876.npy,62,33,0.846,0.5,cs,35.55000859839091,0.9858454275046328
A00032876.npy,62,33,0.846,0.5,ddnm,39.22998042832611,0.9894307502188756
A00032876.npy,68,39,1.0,0.2,zerofill,16.402608893210065,0.3845064033734143
A00032876.npy,68,39,1.0,0.2,cs,24.03418621203652,0.7374692587843938
A00032876.npy,68,39,1.0,0.2,ddnm,29.457948500358494,0.896118368341762
A00032876.npy,68,39,1.0,0.3,zerofill,20.41455145702216,0.5962131316914537
A00032876.npy,68,39,1.0,0.3,cs,29.570957316154598,0.9434456843334668
A00032876.npy,68,39,1.0,0.3,ddnm,33.432709829318426,0.972569409100095
A00032876.npy,68,39,1.0,0.5,zerofill,22.841614580347635,0.6826409479699986
A00032876.npy,68,39,1.0,0.5,cs,35.427973634706504,0.9812682191031622
A00032876.npy,68,39,1.0,0.5,ddnm,38.71088507494031,0.9883161474142431
A00033747.npy,29,0,0.0,0.2,zerofill,11.10273630596163,0.3559985100406235
A00033747.npy,29,0,0.0,0.2,cs,11.952032015681546,0.5751308249255334
A00033747.npy,29,0,0.0,0.2,ddnm,30.11891812688255,0.8418961909037205
A00033747.npy,29,0,0.0,0.3,zerofill,19.51072164671726,0.5619543700659796
A00033747.npy,29,0,0.0,0.3,cs,32.53004498806796,0.9326413960602296
A00033747.npy,29,0,0.0,0.3,ddnm,34.13011079647794,0.9693132184407814
A00033747.npy,29,0,0.0,0.5,zerofill,12.225284985356318,0.500690334793988
A00033747.npy,29,0,0.0,0.5,cs,11.854574764634764,0.6157795907659737
A00033747.npy,29,0,0.0,0.5,ddnm,33.7633825739967,0.8951482725702877
A00033747.npy,35,6,0.154,0.2,zerofill,17.305773933191595,0.45471627343336435
A00033747.npy,35,6,0.154,0.2,cs,27.073038443239508,0.8099304752895402
A00033747.npy,35,6,0.154,0.2,ddnm,30.97312483480492,0.9176402635786265
A00033747.npy,35,6,0.154,0.3,zerofill,12.580558121254924,0.4722384797227262
A00033747.npy,35,6,0.154,0.3,cs,13.192087552271603,0.661288896949094
A00033747.npy,35,6,0.154,0.3,ddnm,32.352026312493436,0.902485731797925
A00033747.npy,35,6,0.154,0.5,zerofill,22.887877822637503,0.6666036790269572
A00033747.npy,35,6,0.154,0.5,cs,34.75848883867852,0.9711235560290565
A00033747.npy,35,6,0.154,0.5,ddnm,36.45096702312879,0.9785647427313304
A00033747.npy,40,11,0.282,0.2,zerofill,12.919790772437265,0.39043374642632034
A00033747.npy,40,11,0.282,0.2,cs,13.296093028682145,0.5898210043377662
A00033747.npy,40,11,0.282,0.2,ddnm,28.497408382966782,0.8423766855173488
A00033747.npy,40,11,0.282,0.3,zerofill,20.292288339184232,0.5965389240121659
A00033747.npy,40,11,0.282,0.3,cs,30.40202163661951,0.9195760914390605
A00033747.npy,40,11,0.282,0.3,ddnm,32.91110162056214,0.9601995710566844
A00033747.npy,40,11,0.282,0.5,zerofill,23.664493755443004,0.7074145527688535
A00033747.npy,40,11,0.282,0.5,cs,35.98464558377204,0.977369439758879
A00033747.npy,40,11,0.282,0.5,ddnm,37.9831508367584,0.9834474609948012
A00033747.npy,46,17,0.436,0.2,zerofill,17.82650591788723,0.496764649419893
A00033747.npy,46,17,0.436,0.2,cs,27.195900959095045,0.8403889674377545
A00033747.npy,46,17,0.436,0.2,ddnm,32.44072458203976,0.9253843074819151
A00033747.npy,46,17,0.436,0.3,zerofill,21.73962357793487,0.5806139338589354
A00033747.npy,46,17,0.436,0.3,cs,29.753352500732227,0.9069171996526391
A00033747.npy,46,17,0.436,0.3,ddnm,33.96460537880047,0.9643914513339986
A00033747.npy,46,17,0.436,0.5,zerofill,24.17237973059911,0.7332095331102075
A00033747.npy,46,17,0.436,0.5,cs,36.61117575985606,0.9827436133998916
A00033747.npy,46,17,0.436,0.5,ddnm,39.74174325817798,0.9885563811838418
A00033747.npy,51,22,0.564,0.2,zerofill,20.11286445976094,0.5111129958481644
A00033747.npy,51,22,0.564,0.2,cs,25.397415504822032,0.7923949318284079
A00033747.npy,51,22,0.564,0.2,ddnm,33.973341975443205,0.9509227395826564
A00033747.npy,51,22,0.564,0.3,zerofill,21.042283759148223,0.6390284015903608
A00033747.npy,51,22,0.564,0.3,cs,31.736919612730333,0.9400870701725109
A00033747.npy,51,22,0.564,0.3,ddnm,35.70178773002317,0.9790573775271708
A00033747.npy,51,22,0.564,0.5,zerofill,27.128711246344565,0.7838257880965526
A00033747.npy,51,22,0.564,0.5,cs,36.47568617603397,0.9835285542953787
A00033747.npy,51,22,0.564,0.5,ddnm,38.539124779542405,0.985181088266242
A00033747.npy,57,28,0.718,0.2,zerofill,12.509811363623456,0.3821019900319435
A00033747.npy,57,28,0.718,0.2,cs,13.277019313184564,0.6331452273925574
A00033747.npy,57,28,0.718,0.2,ddnm,31.962324977008674,0.8828474408793004
A00033747.npy,57,28,0.718,0.3,zerofill,20.312224993844772,0.5455954096283824
A00033747.npy,57,28,0.718,0.3,cs,32.09849588017385,0.9318214093405804
A00033747.npy,57,28,0.718,0.3,ddnm,35.54657069983574,0.9783687161056946
A00033747.npy,57,28,0.718,0.5,zerofill,25.2956236101624,0.7195153962554212
A00033747.npy,57,28,0.718,0.5,cs,35.55766973904185,0.983641921777105
A00033747.npy,57,28,0.718,0.5,ddnm,37.624028964191595,0.985216505867568
A00033747.npy,62,33,0.846,0.2,zerofill,12.277659360882353,0.39126027903434446
A00033747.npy,62,33,0.846,0.2,cs,12.706084789648743,0.557107472817919
A00033747.npy,62,33,0.846,0.2,ddnm,31.647334255869172,0.8984510492932906
A00033747.npy,62,33,0.846,0.3,zerofill,20.938640699162665,0.5619793224782041
A00033747.npy,62,33,0.846,0.3,cs,31.266033094228156,0.9442068542669423
A00033747.npy,62,33,0.846,0.3,ddnm,34.55364514550689,0.9718804161968618
A00033747.npy,62,33,0.846,0.5,zerofill,25.946351990460247,0.7159004802452072
A00033747.npy,62,33,0.846,0.5,cs,37.83581980290473,0.9881026706838761
A00033747.npy,62,33,0.846,0.5,ddnm,42.1058150902691,0.9939292262307549
A00033747.npy,68,39,1.0,0.2,zerofill,11.566306698475113,0.3290461746458032
A00033747.npy,68,39,1.0,0.2,cs,12.074777867506533,0.5108659640420885
A00033747.npy,68,39,1.0,0.2,ddnm,27.012691035248707,0.727995106135714
A00033747.npy,68,39,1.0,0.3,zerofill,11.672422245734488,0.36503222465066354
A00033747.npy,68,39,1.0,0.3,cs,12.16684888125657,0.5742138445161273
A00033747.npy,68,39,1.0,0.3,ddnm,33.79265564947094,0.876077550524699
A00033747.npy,68,39,1.0,0.5,zerofill,12.368364605436659,0.521825511686919
A00033747.npy,68,39,1.0,0.5,cs,12.26013482420859,0.6098253847435399
A00033747.npy,68,39,1.0,0.5,ddnm,29.365075311505123,0.8171907352307124
A00033748.npy,29,0,0.0,0.2,zerofill,18.873826994557877,0.470078031100246
A00033748.npy,29,0,0.0,0.2,cs,28.243497530393384,0.8533157853154855
A00033748.npy,29,0,0.0,0.2,ddnm,30.42546314882354,0.9375873147981786
A00033748.npy,29,0,0.0,0.3,zerofill,10.801743452669552,0.3383775235129109
A00033748.npy,29,0,0.0,0.3,cs,11.236054798284343,0.503236963436608
A00033748.npy,29,0,0.0,0.3,ddnm,26.997945228195547,0.7111734129734751
A00033748.npy,29,0,0.0,0.5,zerofill,11.18444642691747,0.40106684822454225
A00033748.npy,29,0,0.0,0.5,cs,11.244130092071343,0.512288263014409
A00033748.npy,29,0,0.0,0.5,ddnm,37.722313422863095,0.8984538766865094
A00033748.npy,35,6,0.154,0.2,zerofill,10.785670043375262,0.2801132157063997
A00033748.npy,35,6,0.154,0.2,cs,12.249922696881367,0.5057330526173257
A00033748.npy,35,6,0.154,0.2,ddnm,17.36765663065379,0.6575372108446027
A00033748.npy,35,6,0.154,0.3,zerofill,16.867126804566162,0.45717737905464
A00033748.npy,35,6,0.154,0.3,cs,29.712886118301007,0.9066806508749283
A00033748.npy,35,6,0.154,0.3,ddnm,35.32200927675026,0.9689775161871632
A00033748.npy,35,6,0.154,0.5,zerofill,11.998943504218055,0.4677408713024738
A00033748.npy,35,6,0.154,0.5,cs,12.088077122398907,0.5858480887477692
A00033748.npy,35,6,0.154,0.5,ddnm,34.22787694168224,0.9022164611815124
A00033748.npy,40,11,0.282,0.2,zerofill,11.276466189182292,0.30799584135628433
A00033748.npy,40,11,0.282,0.2,cs,12.25713762231859,0.5066566869034302
A00033748.npy,40,11,0.282,0.2,ddnm,21.297721413054873,0.644183982925596
A00033748.npy,40,11,0.282,0.3,zerofill,17.21459300040526,0.4855448404719737
A00033748.npy,40,11,0.282,0.3,cs,28.882688909502615,0.8948266927720526
A00033748.npy,40,11,0.282,0.3,ddnm,32.725785024376385,0.9575710516864495
A00033748.npy,40,11,0.282,0.5,zerofill,27.428539155216527,0.7756481915615996
A00033748.npy,40,11,0.282,0.5,cs,35.04822049653431,0.9791290130835648
A00033748.npy,40,11,0.282,0.5,ddnm,34.73853138199281,0.9752918259010172
A00033748.npy,46,17,0.436,0.2,zerofill,12.338747109967859,0.3951372922446556
A00033748.npy,46,17,0.436,0.2,cs,12.876055410079314,0.5824601134048792
A00033748.npy,46,17,0.436,0.2,ddnm,24.839034160837503,0.7621027453844074
A00033748.npy,46,17,0.436,0.3,zerofill,17.754427182501384,0.5256840824096422
A00033748.npy,46,17,0.436,0.3,cs,29.232914640067005,0.9002213326218476
A00033748.npy,46,17,0.436,0.3,ddnm,33.688887284617444,0.9564760174322948
A00033748.npy,46,17,0.436,0.5,zerofill,25.804341443815908,0.7367193663440676
A00033748.npy,46,17,0.436,0.5,cs,36.07055822004877,0.980454051788537
A00033748.npy,46,17,0.436,0.5,ddnm,37.23684237797354,0.9829902336766277
A00033748.npy,51,22,0.564,0.2,zerofill,12.426564095971893,0.4064702635604277
A00033748.npy,51,22,0.564,0.2,cs,12.632483315897503,0.5897274038462185
A00033748.npy,51,22,0.564,0.2,ddnm,32.04575613561876,0.8858069652424676
A00033748.npy,51,22,0.564,0.3,zerofill,21.131936202507674,0.6043152011116153
A00033748.npy,51,22,0.564,0.3,cs,31.69634961986982,0.9295546514996035
A00033748.npy,51,22,0.564,0.3,ddnm,33.55747552596056,0.9656111359940649
A00033748.npy,51,22,0.564,0.5,zerofill,24.34120630678713,0.7323574190673067
A00033748.npy,51,22,0.564,0.5,cs,36.07056752949307,0.9810720852420267
A00033748.npy,51,22,0.564,0.5,ddnm,38.8695192984147,0.9868152781988594
A00033748.npy,57,28,0.718,0.2,zerofill,16.937484310891794,0.4172273592990698
A00033748.npy,57,28,0.718,0.2,cs,25.7027613599746,0.7814711910311195
A00033748.npy,57,28,0.718,0.2,ddnm,34.44083574943719,0.9514246489677465
A00033748.npy,57,28,0.718,0.3,zerofill,12.633797719881155,0.45428562590584487
A00033748.npy,57,28,0.718,0.3,cs,12.92894703899957,0.6651428924484101
A00033748.npy,57,28,0.718,0.3,ddnm,28.339572848639712,0.8607276456372488
A00033748.npy,57,28,0.718,0.5,zerofill,23.62095322361261,0.6748694623817825
A00033748.npy,57,28,0.718,0.5,cs,37.08732323441505,0.9808297508291838
A00033748.npy,57,28,0.718,0.5,ddnm,40.99341178399218,0.9897604027372059
A00033748.npy,62,33,0.846,0.2,zerofill,11.558813645805003,0.3742051889317749
A00033748.npy,62,33,0.846,0.2,cs,12.892606915274952,0.6371122799053051
A00033748.npy,62,33,0.846,0.2,ddnm,22.147122449463275,0.8503685274887985
A00033748.npy,62,33,0.846,0.3,zerofill,22.177939583032078,0.6351675254545491
A00033748.npy,62,33,0.846,0.3,cs,32.3086657188185,0.9492618450011434
A00033748.npy,62,33,0.846,0.3,ddnm,35.64831888989759,0.9745239911140917
A00033748.npy,62,33,0.846,0.5,zerofill,27.074270208889857,0.7350279898609234
A00033748.npy,62,33,0.846,0.5,cs,37.18174745582357,0.9855875978944636
A00033748.npy,62,33,0.846,0.5,ddnm,39.808528820398806,0.988668555299206
A00033748.npy,68,39,1.0,0.2,zerofill,18.3482826296419,0.49153168306154543
A00033748.npy,68,39,1.0,0.2,cs,28.10203922435363,0.8600178714857717
A00033748.npy,68,39,1.0,0.2,ddnm,32.75538679051289,0.9521340218900001
A00033748.npy,68,39,1.0,0.3,zerofill,19.10105637648727,0.523253917828567
A00033748.npy,68,39,1.0,0.3,cs,31.840435502089633,0.8982249649561435
A00033748.npy,68,39,1.0,0.3,ddnm,36.993402495632736,0.9793442962783795
A00033748.npy,68,39,1.0,0.5,zerofill,23.26069296165768,0.7002668226631388
A00033748.npy,68,39,1.0,0.5,cs,36.38079205500797,0.974156779928638
A00033748.npy,68,39,1.0,0.5,ddnm,40.47799648318319,0.9886547816965856
A00033849.npy,29,0,0.0,0.2,zerofill,15.806549203843407,0.37429471075808823
A00033849.npy,29,0,0.0,0.2,cs,24.72972481498642,0.7832731110288105
A00033849.npy,29,0,0.0,0.2,ddnm,31.14217223362143,0.9341006525095129
A00033849.npy,29,0,0.0,0.3,zerofill,21.358786934890638,0.5797044427942966
A00033849.npy,29,0,0.0,0.3,cs,32.806787503340246,0.9510003585829926
A00033849.npy,29,0,0.0,0.3,ddnm,32.241582612571655,0.963929248739958
A00033849.npy,29,0,0.0,0.5,zerofill,26.094024987180497,0.702100286439829
A00033849.npy,29,0,0.0,0.5,cs,36.90235347321089,0.9850011840082247
A00033849.npy,29,0,0.0,0.5,ddnm,36.56635594063359,0.9834865884406373
A00033849.npy,35,6,0.154,0.2,zerofill,16.931277883232514,0.46698001328022937
A00033849.npy,35,6,0.154,0.2,cs,25.086397958202824,0.8068556829599187
A00033849.npy,35,6,0.154,0.2,ddnm,28.2547660201673,0.8783822241898759
A00033849.npy,35,6,0.154,0.3,zerofill,18.037059954146386,0.5230065446457876
A00033849.npy,35,6,0.154,0.3,cs,30.967386671762938,0.9051515294884168
A00033849.npy,35,6,0.154,0.3,ddnm,32.79235971436527,0.9421405556825213
A00033849.npy,35,6,0.154,0.5,zerofill,26.550849442910724,0.7459594026445447
A00033849.npy,35,6,0.154,0.5,cs,36.91164555921209,0.9786624851461637
A00033849.npy,35,6,0.154,0.5,ddnm,38.21006540470024,0.9868390426316014
A00033849.npy,40,11,0.282,0.2,zerofill,18.986371665517797,0.4783532487869575
A00033849.npy,40,11,0.282,0.2,cs,26.42316282057037,0.7738942149109254
A00033849.npy,40,11,0.282,0.2,ddnm,30.7591885598638,0.9056412696225673
A00033849.npy,40,11,0.282,0.3,zerofill,19.836434730721773,0.5567902182213306
A00033849.npy,40,11,0.282,0.3,cs,29.579175800176554,0.8924381999512676
A00033849.npy,40,11,0.282,0.3,ddnm,31.94298504850768,0.953579164867246
A00033849.npy,40,11,0.282,0.5,zerofill,27.22016115843626,0.8328684396375154
A00033849.npy,40,11,0.282,0.5,cs,32.76456751980374,0.9753168618981796
A00033849.npy,40,11,0.282,0.5,ddnm,31.655991132965063,0.9636115000428803
A00033849.npy,46,17,0.436,0.2,zerofill,17.173860072885933,0.46569908320207365
A00033849.npy,46,17,0.436,0.2,cs,25.653186856305567,0.8421431657232723
A00033849.npy,46,17,0.436,0.2,ddnm,31.454192077710875,0.9269162983521199
A00033849.npy,46,17,0.436,0.3,zerofill,19.433689758061,0.5496026416255538
A00033849.npy,46,17,0.436,0.3,cs,32.393991188710594,0.9202003581942457
A00033849.npy,46,17,0.436,0.3,ddnm,35.5601638417725,0.9629280581585793
A00033849.npy,46,17,0.436,0.5,zerofill,26.193534281925658,0.7449299187583533
A00033849.npy,46,17,0.436,0.5,cs,33.65108937620224,0.9784917584656708
A00033849.npy,46,17,0.436,0.5,ddnm,34.241723972656985,0.978908633175027
A00033849.npy,51,22,0.564,0.2,zerofill,12.590152671579657,0.3678824447623256
A00033849.npy,51,22,0.564,0.2,cs,13.123067486394218,0.5825897686124529
